Date,Region,Category,Revenue,Profit,Quantity
2024-05-13,EMEA,Sports,8751.85,2277.75,22.0
2022-10-20,EMEA,Food & Beverage,6083.36,1964.39,21.0
2024-10-26,Middle East,Home & Garden,11011.27,3984.57,29.0
2022-05-18,North America,Food & Beverage,2506.62,784.41,5.0
2024-02-05,EMEA,Sports,13006.53,2026.01,33.0
2022-01-01,EMEA,Apparel,23447.05,2492.64,49.0
2022-08-08,EMEA,Beauty,163.69,33.85,2.0
2024-12-16,APAC,Electronics,5557.99,740.74,30.0
2022-09-13,LATAM,Electronics,2530.19,492.76,26.0
2022-12-14,APAC,Apparel,5288.38,1683.26,16.0
2023-04-03,APAC,Beauty,3542.57,1280.38,9.0
2022-05-11,Middle East,Food & Beverage,19876.87,5852.2,45.0
2024-11-09,EMEA,Food & Beverage,660.14,246.95,4.0
2022-09-19,LATAM,Home & Garden,3115.21,678.93,35.0
2023-03-02,North America,Food & Beverage,8992.87,2244.66,38.0
2022-11-13,Middle East,Apparel,567.91,51.2,4.0
2023-12-20,Middle East,Beauty,2628.1,271.21,9.0
2023-04-03,LATAM,Electronics,2390.29,131.41,10.0
2024-10-13,APAC,Food & Beverage,9346.23,776.98,38.0
2023-07-06,EMEA,Home & Garden,7082.08,1133.85,42.0
2022-05-20,Middle East,Food & Beverage,617.14,174.13,23.0
2023-05-08,LATAM,Sports,1730.18,243.69,10.0
2024-09-16,LATAM,Food & Beverage,308.05,17.86,3.0
2022-11-18,LATAM,Sports,1021.93,142.63,5.0
2024-01-19,APAC,Home & Garden,4657.07,1451.68,22.0
2024-12-29,EMEA,Food & Beverage,6175.98,2177.08,15.0
2023-11-14,APAC,Electronics,4098.83,1238.74,10.0
2023-05-31,LATAM,Beauty,19335.22,6940.58,46.0
2022-09-23,North America,Home & Garden,4685.51,759.55,17.0
2022-04-23,Middle East,Food & Beverage,1075.49,125.72,2.0
2023-07-11,North America,Home & Garden,3012.33,1094.24,24.0
2022-07-25,LATAM,Sports,5742.66,1890.49,37.0
2024-10-22,LATAM,Food & Beverage,2486.15,915.8,43.0
2024-11-20,Middle East,Apparel,784.32,157.42,42.0
2022-04-25,LATAM,Apparel,10245.07,742.75,24.0
2022-08-17,North America,Beauty,922.36,142.39,11.0
2022-06-03,EMEA,Electronics,835.54,203.62,2.0
2023-03-16,EMEA,Apparel,5331.19,1575.52,15.0
2023-09-27,North America,Food & Beverage,5944.07,1229.75,27.0
2022-03-06,EMEA,Food & Beverage,3185.5,518.74,46.0
2022-11-13,North America,Beauty,745.78,112.63,10.0
2022-12-01,Middle East,Beauty,7351.36,,38.0
2022-01-27,Middle East,Apparel,1359.27,223.66,5.0
2023-03-21,APAC,Home & Garden,3763.55,766.74,15.0
2023-10-09,LATAM,Home & Garden,24011.03,6279.8,48.0
2022-08-31,APAC,Food & Beverage,2017.66,182.63,33.0
2022-02-08,Middle East,Home & Garden,16663.52,4796.18,40.0
2024-07-05,APAC,Beauty,424.04,156.6,27.0
2024-08-10,LATAM,Home & Garden,7610.23,2298.68,43.0
2023-04-17,Middle East,Electronics,12471.46,4398.06,45.0
2022-03-18,APAC,Sports,8305.51,1946.55,32.0
2023-10-22,APAC,Food & Beverage,6470.49,1694.67,17.0
2022-11-04,Middle East,Sports,14749.26,3764.74,37.0
2024-07-19,North America,Sports,70.3,23.58,5.0
2023-03-18,APAC,Apparel,13613.94,3734.77,34.0
2024-04-11,Middle East,Beauty,130.54,9.45,1.0
2024-12-21,LATAM,Food & Beverage,8200.54,641.63,32.0
2022-02-25,Middle East,Sports,3177.82,387.01,42.0
2022-05-24,Middle East,Home & Garden,39.83,8.67,1.0
2024-02-29,APAC,Apparel,19245.81,1246.2,43.0
2024-04-19,LATAM,Home & Garden,13248.02,1722.34,45.0
2022-04-22,EMEA,Apparel,4590.29,1601.09,40.0
2022-10-27,LATAM,Electronics,14866.23,2882.06,42.0
2023-10-14,Middle East,Electronics,413.46,24.94,8.0
2022-08-13,EMEA,Electronics,6528.93,741.22,19.0
2024-05-27,Middle East,Apparel,854.35,93.57,13.0
2024-05-12,APAC,Apparel,3068.73,417.9,19.0
2023-11-28,Middle East,Electronics,4297.55,1224.5,34.0
2024-12-30,APAC,Electronics,9317.39,2470.45,22.0
2024-03-20,LATAM,Sports,8920.97,1673.9,41.0
2024-05-26,APAC,Home & Garden,6043.45,1787.16,24.0
2023-08-23,APAC,Home & Garden,3960.43,1382.81,40.0
2022-08-06,EMEA,Beauty,1240.74,245.87,4.0
2024-01-21,EMEA,Sports,1968.29,150.14,19.0
2022-03-04,North America,Home & Garden,5036.86,768.34,14.0
2023-11-20,North America,Beauty,1211.29,329.7,26.0
2022-06-25,EMEA,Home & Garden,843.35,317.19,7.0
2024-07-04,EMEA,Sports,18749.03,2362.88,38.0
2023-02-27,LATAM,Sports,1769.56,241.27,12.0
2023-03-08,APAC,Food & Beverage,4591.81,1127.55,20.0
2024-01-03,North America,Sports,11595.58,1592.94,32.0
2022-03-19,EMEA,Apparel,60.97,3.22,3.0
2024-03-11,Middle East,Food & Beverage,1641.49,363.56,5.0
2023-01-11,LATAM,Beauty,2775.96,418.86,47.0
2024-03-07,North America,Food & Beverage,9777.67,3433.57,24.0
2023-05-16,Middle East,Apparel,,494.33,49.0
2023-05-11,North America,Food & Beverage,2169.39,186.06,8.0
2022-01-30,North America,Food & Beverage,8661.89,1729.24,29.0
2024-03-03,APAC,Apparel,8714.0,713.89,41.0
2022-01-04,LATAM,Electronics,2586.19,762.26,21.0
2024-11-13,EMEA,Apparel,4263.73,1492.95,13.0
2022-11-01,North America,Food & Beverage,7583.5,2429.94,19.0
2023-10-10,EMEA,Home & Garden,6738.39,917.69,23.0
2024-05-13,LATAM,Apparel,4056.38,1181.17,47.0
2024-06-19,North America,Sports,5406.2,884.54,22.0
2022-01-11,Middle East,Sports,115.22,7.09,2.0
2022-07-11,Middle East,Beauty,2510.31,303.77,19.0
2023-05-05,EMEA,Apparel,7971.22,2909.91,22.0
2024-09-16,Middle East,Home & Garden,6507.92,2332.74,35.0
2022-01-25,LATAM,Electronics,466.97,63.81,2.0
2022-06-28,EMEA,Sports,5262.09,1840.45,30.0
2024-12-06,APAC,Home & Garden,1623.47,365.6,5.0
2024-10-03,LATAM,Sports,8590.84,1735.57,27.0
2022-01-13,Middle East,Electronics,6149.87,491.06,34.0
2022-02-24,North America,Sports,4798.08,407.66,13.0
2023-08-11,APAC,Sports,5225.9,682.49,19.0
2023-10-28,APAC,Home & Garden,14993.5,2484.15,45.0
2023-03-30,North America,Food & Beverage,711.34,121.46,36.0
2023-12-06,APAC,Food & Beverage,13494.09,1820.55,43.0
2022-09-27,LATAM,Home & Garden,9641.7,2499.91,41.0
2022-04-07,APAC,Apparel,1778.46,229.25,30.0
2024-11-27,North America,Food & Beverage,616.98,224.69,
2023-01-11,Middle East,Beauty,823.69,179.5,4.0
2023-02-09,LATAM,Food & Beverage,12289.22,3883.77,27.0
2023-11-02,APAC,Food & Beverage,10964.06,3295.09,22.0
2024-08-03,APAC,Home & Garden,3181.25,1164.61,9.0
2023-10-24,Middle East,Apparel,354.83,66.42,4.0
2023-02-16,APAC,Electronics,5579.78,849.85,21.0
2023-08-24,APAC,Beauty,162.5,39.41,3.0
2024-06-04,Middle East,Beauty,15858.31,1853.18,36.0
2023-10-20,North America,Food & Beverage,694.32,123.67,35.0
2024-11-04,EMEA,Home & Garden,7998.13,1388.1,31.0
2024-05-14,APAC,Sports,19776.55,2943.52,44.0
2023-10-18,North America,Beauty,9098.64,2159.61,21.0
2024-09-24,North America,Electronics,4861.96,349.42,31.0
2022-01-29,EMEA,Home & Garden,5881.5,339.14,20.0
2024-01-13,Middle East,Home & Garden,4769.94,607.18,15.0
2022-01-05,Middle East,Apparel,5089.66,,23.0
2024-06-24,APAC,Apparel,1627.87,187.72,18.0
2024-08-05,APAC,Beauty,3039.55,686.75,15.0
2024-01-15,Middle East,Food & Beverage,2197.37,393.52,7.0
2023-04-14,Middle East,Home & Garden,21636.09,4487.33,48.0
2023-07-16,EMEA,Food & Beverage,4357.96,249.52,28.0
2022-05-21,EMEA,Beauty,4790.8,910.65,9.0
2022-02-01,EMEA,Sports,1068.64,114.39,4.0
2024-01-03,EMEA,Sports,914.54,191.3,19.0
2024-05-12,LATAM,Electronics,13114.74,4381.76,29.0
2022-05-26,North America,Home & Garden,2415.42,706.79,30.0
2022-08-24,Middle East,Sports,922.69,111.0,4.0
2024-07-11,LATAM,Food & Beverage,13770.16,5200.22,29.0
2022-07-20,APAC,Beauty,155.36,50.72,5.0
2023-06-09,APAC,Food & Beverage,4958.85,1637.39,33.0
2024-09-17,APAC,Home & Garden,11598.34,3914.37,33.0
2022-04-24,LATAM,Beauty,4242.08,1561.1,23.0
2022-12-28,North America,Apparel,9416.69,969.41,31.0
2023-04-23,APAC,Sports,1249.21,206.5,6.0
2024-08-01,LATAM,Apparel,10180.98,3503.05,34.0
2024-02-16,North America,Apparel,24.15,7.06,1.0
2023-06-03,Middle East,Sports,5376.26,798.13,22.0
2022-01-23,APAC,Home & Garden,688.58,177.25,30.0
2024-07-21,EMEA,Electronics,6549.9,2165.68,32.0
2024-03-16,LATAM,Electronics,1274.8,314.95,26.0
2022-12-15,LATAM,Electronics,5033.46,622.3,10.0
2024-08-08,LATAM,Food & Beverage,15643.39,5144.08,38.0
2024-02-18,LATAM,Sports,7518.51,2029.65,19.0
2022-03-04,Middle East,Beauty,2283.91,474.17,9.0
2022-01-25,EMEA,Electronics,3958.52,1047.29,25.0
2023-11-11,EMEA,Home & Garden,993.69,150.83,4.0
2022-02-15,Middle East,Home & Garden,401.7,94.32,12.0
2022-06-21,EMEA,Electronics,8694.65,2714.57,24.0
2022-10-10,North America,Electronics,936.27,110.33,5.0
2022-09-21,North America,Apparel,18934.37,6340.23,37.0
2024-07-10,APAC,Food & Beverage,5979.21,454.97,19.0
2022-11-08,APAC,Beauty,10248.63,2458.33,41.0
2023-04-19,EMEA,Home & Garden,2794.23,977.05,9.0
2022-09-30,LATAM,Home & Garden,4654.95,1015.59,31.0
2022-04-26,LATAM,Home & Garden,3354.47,1060.01,43.0
2024-08-16,APAC,Food & Beverage,18246.33,4896.28,35.0
2024-04-22,EMEA,Beauty,2139.52,339.18,34.0
2024-06-11,LATAM,Apparel,419.44,142.76,1.0
2022-11-20,LATAM,Beauty,8828.67,2451.46,44.0
2022-07-06,APAC,Electronics,19403.5,,48.0
2023-06-04,Middle East,Sports,16133.44,3500.52,45.0
2023-05-14,EMEA,Sports,3049.37,523.21,26.0
2022-02-02,EMEA,Food & Beverage,4454.13,702.41,16.0
2022-03-10,Middle East,Electronics,1673.65,325.23,33.0
2022-11-09,LATAM,Food & Beverage,7695.4,1423.53,19.0
2022-01-06,APAC,Home & Garden,1392.42,96.21,25.0
2022-08-15,Middle East,Food & Beverage,8021.19,2901.36,41.0
2023-12-09,LATAM,Home & Garden,5365.26,2015.99,37.0
2024-02-08,North America,Home & Garden,12843.8,736.88,47.0
2022-11-14,Middle East,Home & Garden,145.07,45.87,10.0
2024-03-11,LATAM,Apparel,6132.56,1122.56,45.0
2023-12-24,North America,Food & Beverage,4639.33,1155.6,11.0
2022-08-17,EMEA,Electronics,1522.16,324.57,8.0
2023-03-30,EMEA,Sports,513.94,124.1,22.0
2022-11-09,APAC,Food & Beverage,20515.1,,44.0
2022-07-23,Middle East,Home & Garden,14335.67,2959.83,45.0
2023-04-03,LATAM,Sports,504.75,142.5,35.0
2024-12-14,Middle East,Food & Beverage,3155.39,669.06,22.0
2022-07-31,LATAM,Apparel,26.0,5.38,1.0
2024-11-30,North America,Home & Garden,2676.57,863.06,43.0
2023-07-12,Middle East,Electronics,3433.69,890.88,37.0
2022-03-24,EMEA,Home & Garden,12538.06,4423.1,33.0
2022-11-16,North America,Apparel,4094.51,468.18,20.0
2022-09-08,EMEA,Home & Garden,537.81,147.88,6.0
2023-09-27,EMEA,Food & Beverage,492.39,42.65,1.0
2023-12-31,Middle East,Food & Beverage,11445.64,3865.77,25.0
2023-07-22,APAC,Beauty,1467.98,374.27,16.0
2023-02-01,Middle East,Apparel,23.13,7.22,1.0
2023-09-02,EMEA,Food & Beverage,413.43,107.58,40.0
2023-05-28,Middle East,Home & Garden,13172.98,3372.22,38.0
2024-04-08,Middle East,Food & Beverage,11270.47,4026.73,41.0
2022-12-29,EMEA,Apparel,5817.34,521.73,44.0
2022-09-18,LATAM,Electronics,3620.61,1231.88,19.0
2024-08-21,EMEA,Beauty,1405.83,316.53,4.0
2024-05-22,LATAM,Home & Garden,12343.07,850.45,40.0
2023-07-03,North America,Apparel,3742.21,483.4,11.0
2022-05-03,North America,Food & Beverage,19662.58,4706.23,48.0
2024-02-21,North America,Home & Garden,12115.78,3578.55,28.0
2022-02-23,APAC,Home & Garden,7186.16,1528.77,16.0
2023-12-05,LATAM,Sports,5913.62,447.73,16.0
2022-11-20,North America,Electronics,5679.39,310.75,26.0
2023-01-06,APAC,Food & Beverage,1043.34,115.82,16.0
2024-09-16,LATAM,Beauty,1733.51,606.03,31.0
2024-11-24,LATAM,Food & Beverage,17604.88,2832.49,39.0
2023-01-19,North America,Beauty,6273.95,2318.42,33.0
2022-04-25,North America,Food & Beverage,12209.18,2658.72,48.0
2024-12-22,North America,Home & Garden,16825.88,2961.4,43.0
2022-03-07,North America,Electronics,7956.13,,35.0
2023-08-21,LATAM,Sports,17.4,4.31,1.0
2022-10-14,North America,Food & Beverage,2063.24,341.65,12.0
2023-03-30,Middle East,Sports,3193.97,221.61,39.0
2022-05-29,LATAM,Food & Beverage,1873.51,572.11,13.0
2022-03-25,APAC,Electronics,2501.15,436.52,
2023-07-06,LATAM,Apparel,1729.56,500.97,8.0
2023-04-15,North America,Beauty,3847.95,1341.83,15.0
2022-03-27,APAC,Beauty,16594.23,1375.96,36.0
2023-12-31,Middle East,Home & Garden,4671.14,639.06,22.0
2024-10-01,North America,Beauty,10076.62,2754.31,48.0
2023-02-24,North America,Apparel,5649.55,446.17,42.0
2024-03-22,North America,Electronics,1945.02,530.63,15.0
2022-08-13,LATAM,Sports,18681.9,6504.37,45.0
2023-05-25,APAC,Home & Garden,12730.74,2131.42,40.0
2023-06-06,LATAM,Sports,2241.91,640.54,35.0
2023-08-06,LATAM,Home & Garden,5933.06,1491.5,37.0
2022-07-01,LATAM,Home & Garden,12186.64,1695.07,30.0
2024-06-13,Middle East,Home & Garden,5398.07,547.57,18.0
2022-03-22,North America,Apparel,18108.75,6632.57,43.0
2022-12-13,Middle East,Apparel,1560.25,81.44,31.0
2022-06-22,North America,Electronics,11151.01,1560.97,33.0
2023-07-31,LATAM,Sports,1241.05,393.91,5.0
2023-10-23,North America,Apparel,2236.84,238.05,18.0
2022-03-12,LATAM,Food & Beverage,7523.38,1598.95,16.0
2022-04-03,LATAM,Electronics,5757.63,1736.87,12.0
2022-08-25,LATAM,Beauty,14515.17,2122.8,39.0
2022-06-22,LATAM,Apparel,4763.01,1573.34,16.0
2023-05-15,Middle East,Electronics,507.41,190.65,11.0
2022-11-21,Middle East,Sports,3604.74,248.75,9.0
2022-11-25,APAC,Food & Beverage,4239.68,1578.26,22.0
2024-10-04,APAC,Electronics,5147.15,852.22,10.0
2022-05-22,Middle East,Electronics,2392.52,290.18,6.0
2024-11-14,Middle East,Sports,2235.61,209.4,17.0
2022-03-16,APAC,Beauty,823.72,115.27,5.0
2023-02-06,North America,Beauty,12783.6,820.56,42.0
2024-04-16,EMEA,Food & Beverage,7723.27,1020.47,26.0
2022-05-11,North America,Food & Beverage,6920.47,2191.48,18.0
2022-04-13,LATAM,Home & Garden,7345.19,744.47,19.0
2022-04-15,Middle East,Electronics,1731.88,283.26,6.0
2024-07-05,APAC,Beauty,9717.66,2332.43,25.0
2022-07-01,LATAM,Food & Beverage,9998.29,696.86,24.0
2022-01-28,North America,Apparel,2809.55,148.95,34.0
2023-11-17,EMEA,Food & Beverage,564.83,29.55,5.0
2022-09-11,Middle East,Beauty,4192.39,290.27,48.0
2022-09-21,Middle East,Sports,982.36,58.29,12.0
2024-11-03,LATAM,Apparel,6252.84,,31.0
2023-02-14,North America,Home & Garden,2380.73,745.42,39.0
2024-09-04,LATAM,Beauty,829.54,249.21,5.0
2024-03-28,Middle East,Electronics,7173.84,1394.42,16.0
2024-01-23,Middle East,Electronics,9989.88,1844.16,41.0
2024-06-26,North America,Sports,8109.87,1522.09,31.0
2024-11-28,LATAM,Electronics,22281.76,2730.07,49.0
2023-09-08,North America,Sports,6496.06,1802.44,20.0
2024-09-19,Middle East,Electronics,2241.27,604.23,36.0
2022-10-21,LATAM,Electronics,1229.8,368.79,3.0
2022-08-14,LATAM,Home & Garden,4560.57,495.15,34.0
2022-03-07,Middle East,Beauty,3850.67,799.32,11.0
2024-01-14,APAC,Beauty,5255.08,827.46,
2024-12-01,Middle East,Home & Garden,4304.64,220.37,10.0
2023-02-20,LATAM,Sports,3388.07,642.06,25.0
2023-01-31,LATAM,Food & Beverage,1219.2,297.09,6.0
2022-05-14,LATAM,Food & Beverage,9914.73,639.38,35.0
2024-01-15,LATAM,Home & Garden,12315.83,3128.03,25.0
2022-01-08,LATAM,Apparel,10625.49,982.08,26.0
2022-02-17,APAC,Sports,5276.92,1319.04,49.0
2024-12-15,Middle East,Apparel,5486.85,1635.49,25.0
2023-01-24,LATAM,Food & Beverage,16413.04,3013.83,32.0
2022-04-09,Middle East,Home & Garden,3539.38,302.54,22.0
2024-10-03,LATAM,Food & Beverage,5880.08,493.9,27.0
2023-07-31,EMEA,Home & Garden,10674.52,2341.86,34.0
2024-09-24,Middle East,Food & Beverage,10723.84,1559.3,38.0
2022-03-24,LATAM,Food & Beverage,4414.04,1035.44,18.0
2022-11-23,Middle East,Apparel,421.54,98.94,2.0
2023-10-02,LATAM,Food & Beverage,9077.69,1611.53,36.0
2023-08-27,Middle East,Apparel,919.9,89.1,3.0
2024-02-06,Middle East,Food & Beverage,4206.99,1100.11,10.0
2024-12-23,Middle East,Electronics,9610.49,1031.56,46.0
2023-12-23,APAC,Apparel,11846.35,4041.11,23.0
2022-05-21,Middle East,Sports,5076.55,1613.09,19.0
2023-05-23,APAC,Sports,1709.2,581.96,38.0
2022-08-10,North America,Home & Garden,932.43,74.63,11.0
2023-02-04,Middle East,Food & Beverage,3733.81,301.67,16.0
2022-12-26,Middle East,Beauty,18115.32,4245.38,42.0
2022-01-09,North America,Home & Garden,7754.25,664.41,19.0
2024-09-16,LATAM,Sports,18780.09,1494.25,43.0
2022-03-22,Middle East,Home & Garden,1035.63,168.93,7.0
2023-06-05,Middle East,Apparel,7178.25,2540.07,28.0
2024-07-27,LATAM,Food & Beverage,2084.26,105.11,7.0
2022-04-11,APAC,Sports,10692.03,1060.38,31.0
2022-04-19,LATAM,Beauty,1316.21,331.56,6.0
2023-05-13,North America,Electronics,6714.3,2410.77,17.0
2024-05-18,North America,Home & Garden,2091.96,348.4,14.0
2023-07-09,EMEA,Home & Garden,1014.96,226.25,8.0
2024-12-04,North America,Food & Beverage,2013.92,545.01,5.0
2022-10-18,LATAM,Electronics,12324.61,4455.68,39.0
2023-08-11,Middle East,Home & Garden,8654.49,1052.79,32.0
2022-08-16,Middle East,Sports,2025.8,365.39,29.0
2023-05-23,LATAM,Beauty,3220.11,783.81,42.0
2024-04-25,Middle East,Electronics,3084.89,694.61,42.0
2022-11-12,EMEA,Electronics,4474.44,1625.7,36.0
2024-08-26,LATAM,Beauty,10327.08,2416.31,25.0
2022-09-04,North America,Food & Beverage,1837.64,303.66,8.0
2022-05-22,APAC,Beauty,18110.84,5133.62,34.0
2022-09-22,EMEA,Electronics,4436.7,894.28,19.0
2024-06-10,EMEA,Beauty,4089.75,1433.19,9.0
2024-08-04,Middle East,Beauty,922.72,207.25,7.0
2024-11-12,LATAM,Electronics,7530.84,2704.0,43.0
2022-11-10,EMEA,Apparel,2554.62,,25.0
2022-04-22,EMEA,Electronics,1218.13,456.03,12.0
2024-03-18,Middle East,Electronics,3931.29,1090.21,13.0
2022-11-19,North America,Home & Garden,3186.31,1136.58,8.0
2023-05-07,North America,Beauty,9796.7,1250.56,43.0
2023-09-22,APAC,Sports,1553.39,98.91,7.0
2024-02-17,APAC,Apparel,2891.51,458.83,36.0
2023-03-14,North America,Apparel,1023.53,59.18,16.0
2024-08-28,LATAM,Food & Beverage,4371.93,1356.63,41.0
2023-04-04,LATAM,Home & Garden,680.57,128.94,2.0
2022-04-06,LATAM,Food & Beverage,7480.28,2681.37,39.0
2022-03-22,APAC,Apparel,10908.72,3902.81,36.0
2024-08-21,Middle East,Beauty,3504.95,852.34,28.0
2022-03-02,EMEA,Sports,5124.43,892.1,18.0
2022-09-06,Middle East,Electronics,758.87,96.88,11.0
2024-04-01,EMEA,Beauty,5793.82,1253.45,38.0
2022-01-06,EMEA,Food & Beverage,1413.12,416.59,13.0
2023-03-18,APAC,Home & Garden,8140.27,2261.32,28.0
2022-09-27,LATAM,Sports,10395.43,2997.99,33.0
2022-06-03,LATAM,Electronics,1672.14,449.29,22.0
2023-07-09,Middle East,Beauty,20169.07,7210.31,49.0
2022-10-29,North America,Food & Beverage,782.05,191.61,21.0
2023-10-27,North America,Home & Garden,9771.33,2327.66,22.0
2024-04-25,LATAM,Beauty,16872.21,4504.3,46.0
2022-06-20,APAC,Beauty,1416.52,195.55,27.0
2023-03-27,EMEA,Home & Garden,13894.62,2122.32,29.0
2023-07-05,Middle East,Food & Beverage,7002.61,438.15,15.0
2023-04-04,EMEA,Beauty,12918.51,1589.8,24.0
2023-05-12,Middle East,Home & Garden,154.79,47.46,3.0
2023-01-05,APAC,Electronics,2500.99,850.24,9.0
2024-11-26,LATAM,Electronics,14987.26,3303.02,40.0
2023-01-23,LATAM,Food & Beverage,653.23,39.63,2.0
2024-08-24,Middle East,Home & Garden,168.15,23.5,8.0
2023-06-30,LATAM,Food & Beverage,16096.94,998.95,35.0
2024-06-13,APAC,Sports,7943.19,1066.91,19.0
2022-06-29,APAC,Apparel,2367.16,175.42,29.0
2024-10-10,EMEA,Apparel,7203.54,2207.93,16.0
2023-04-26,APAC,Electronics,2316.1,440.19,12.0
2022-10-18,EMEA,Apparel,26.71,,2.0
2022-01-31,North America,Electronics,21129.83,4266.53,44.0
2022-11-16,Middle East,Home & Garden,10594.9,2055.13,37.0
2023-11-19,APAC,Home & Garden,13441.05,4327.72,47.0
2023-01-21,EMEA,Sports,10939.83,2289.79,34.0
2022-05-27,North America,Home & Garden,2013.9,292.77,12.0
2023-08-24,APAC,Electronics,2478.56,,9.0
2022-10-29,LATAM,Electronics,4260.59,217.98,45.0
2023-05-28,LATAM,Home & Garden,18383.9,3543.26,49.0
2024-09-01,APAC,Beauty,11130.22,1122.09,24.0
2024-01-23,APAC,Apparel,13027.7,4159.96,33.0
2022-02-17,Middle East,Beauty,4683.99,497.21,17.0
2022-07-30,EMEA,Apparel,5829.36,2045.53,29.0
2023-11-24,EMEA,Apparel,25032.92,7421.72,48.0
2023-12-16,APAC,Beauty,21099.11,7681.29,49.0
2024-03-13,Middle East,Sports,17594.62,3968.47,41.0
2023-09-23,LATAM,Electronics,12208.69,1139.6,36.0
2023-08-02,North America,Food & Beverage,1088.15,,
2024-03-30,APAC,Electronics,8096.57,2260.43,21.0
2023-07-31,APAC,Home & Garden,1617.52,508.61,26.0
2023-02-06,Middle East,Apparel,15350.03,2238.18,39.0
2024-04-01,APAC,Food & Beverage,8158.44,2788.24,16.0
2023-03-09,LATAM,Sports,3668.54,1157.81,10.0
2023-10-24,North America,Beauty,19208.24,1068.92,49.0
2024-11-17,LATAM,Electronics,22177.37,7814.03,49.0
2022-03-09,Middle East,Home & Garden,2206.6,,19.0
2022-05-06,Middle East,Sports,4156.51,1308.76,39.0
2022-01-19,Middle East,Home & Garden,3872.19,610.54,33.0
2023-11-28,LATAM,Food & Beverage,4479.43,1180.43,13.0
2023-08-30,LATAM,Home & Garden,2201.68,168.2,35.0
2024-08-07,EMEA,Apparel,5596.72,1798.12,27.0
2024-05-08,EMEA,Sports,1617.16,172.25,29.0
2022-06-07,APAC,Beauty,866.69,164.09,5.0
2022-05-03,LATAM,Beauty,1106.1,106.28,21.0
2024-05-23,Middle East,Food & Beverage,381.57,42.89,3.0
2024-03-08,LATAM,Apparel,16529.35,6125.52,48.0
2022-12-27,Middle East,Sports,15123.1,,40.0
2024-12-06,APAC,Home & Garden,1476.22,305.73,14.0
2023-03-10,APAC,Sports,2569.55,369.8,11.0
2024-12-22,EMEA,Sports,420.69,130.99,1.0
2022-05-14,LATAM,Home & Garden,19482.17,6110.24,44.0
2022-06-21,EMEA,Electronics,1259.11,406.59,5.0
2024-01-16,LATAM,Food & Beverage,1709.55,393.75,10.0
2022-10-30,North America,Apparel,1527.66,437.86,48.0
2022-03-03,North America,Beauty,11616.13,1173.51,27.0
2024-03-13,EMEA,Electronics,14246.13,1490.46,34.0
2024-12-19,Middle East,Food & Beverage,8467.78,796.22,19.0
2024-02-28,North America,Apparel,2013.67,119.43,5.0
2022-01-03,LATAM,Food & Beverage,678.08,255.84,15.0
2023-01-05,Middle East,Apparel,10825.0,2028.99,39.0
2023-04-26,North America,Home & Garden,9826.65,3644.31,47.0
2023-05-12,APAC,Home & Garden,585.08,163.51,31.0
2023-08-02,APAC,Home & Garden,6181.35,1133.17,42.0
2024-03-07,LATAM,Home & Garden,18002.57,1812.61,47.0
2024-04-04,North America,Apparel,19070.02,3841.86,49.0
2024-12-04,Middle East,Sports,4537.17,1358.07,39.0
2024-05-07,Middle East,Home & Garden,1290.6,275.52,18.0
2023-04-20,APAC,Beauty,2057.77,305.81,4.0
2023-03-03,APAC,Sports,3246.92,1066.58,15.0
2023-10-04,APAC,Food & Beverage,10516.68,3521.82,21.0
2023-04-12,North America,Beauty,4832.96,1465.87,12.0
2024-10-04,North America,Food & Beverage,639.56,201.12,30.0
2022-05-02,Middle East,Sports,,3717.74,43.0
2023-07-04,APAC,Home & Garden,8824.39,934.6,26.0
2023-09-05,North America,Electronics,3531.64,191.66,37.0
2024-02-15,EMEA,Sports,7658.27,823.47,20.0
2022-11-30,LATAM,Sports,11797.32,3773.37,29.0
2023-04-17,APAC,Sports,1177.29,318.39,16.0
2024-09-09,APAC,Electronics,1109.96,163.59,3.0
2023-03-28,EMEA,Sports,4477.31,1334.85,21.0
2022-08-07,North America,Sports,11742.72,3024.58,25.0
2022-06-04,EMEA,Apparel,1263.5,362.34,3.0
2024-02-18,EMEA,Food & Beverage,7779.07,1875.27,32.0
2023-08-23,Middle East,Apparel,112.42,31.29,
2022-12-28,North America,Beauty,2537.69,916.04,6.0
2023-12-22,LATAM,Apparel,2059.34,721.75,34.0
2023-12-06,Middle East,Sports,2897.02,253.02,11.0
2023-04-09,North America,Food & Beverage,7912.56,2493.92,22.0
2024-12-31,Middle East,Electronics,2854.64,523.96,44.0
2023-12-28,Middle East,Food & Beverage,16929.35,4772.91,46.0
2024-03-04,Middle East,Beauty,2454.24,358.14,7.0
2023-04-21,EMEA,Electronics,16134.15,1764.17,31.0
2022-12-08,APAC,Electronics,111.09,27.88,1.0
2023-07-30,LATAM,Electronics,6653.35,1619.9,43.0
2024-09-30,LATAM,Sports,1266.98,324.76,40.0
2023-03-08,Middle East,Beauty,3610.32,586.45,38.0
2023-01-01,North America,Electronics,5783.57,709.85,15.0
2023-09-03,EMEA,Sports,581.0,118.48,2.0
2023-08-14,EMEA,Beauty,7373.84,2618.23,26.0
2024-07-11,APAC,Home & Garden,8355.82,710.04,20.0
2024-09-05,EMEA,Sports,8771.3,2002.04,31.0
2024-11-27,North America,Electronics,3900.89,693.02,26.0
2024-06-21,Middle East,Home & Garden,490.45,136.78,1.0
2022-10-05,LATAM,Sports,3693.09,324.33,16.0
