Date,Region,Category,Revenue,Profit,Quantity,Profit_Margin_Pct
2024-01-26,EMEA,Sports,9357.85,957.14,39.0,10.228204128084977
2022-04-05,APAC,Apparel,17049.83,2435.34,42.0,14.283661479322667
2022-11-02,Middle East,Food & Beverage,9391.41,2306.91,47.0,24.56404309895958
2023-05-10,LATAM,Electronics,7703.12,1412.77,22.0,18.340230971346674
2022-10-24,EMEA,Home & Garden,9278.05,1606.87,21.0,17.319048722522513
2022-07-28,LATAM,Food & Beverage,3855.47,1223.88,10.0,31.74398970812897
2023-05-16,North America,Beauty,4748.2,1091.47,25.0,22.987026662735353
2024-12-23,Middle East,Beauty,687.52,221.76,2.0,32.25506167093321
2022-08-05,EMEA,Apparel,501.46,171.68,5.0,34.23603079009293
2024-01-26,LATAM,Food & Beverage,12169.35,4223.81,45.0,34.70859166676939
2022-02-26,Middle East,Beauty,9985.86,1198.86,24.0,12.005575884300399
2022-11-17,LATAM,Apparel,5558.88,559.69,16.0,10.068395072388684
2023-01-26,North America,Beauty,5066.36,422.39,38.0,8.337149353776677
2023-02-04,LATAM,Food & Beverage,1104.79,62.93,4.0,5.696105142153712
2022-07-25,APAC,Food & Beverage,1572.51,404.45,5.0,25.720027217632957
2024-12-09,Middle East,Sports,5246.6,649.01,26.0,12.370106354591544
2022-05-20,LATAM,Beauty,1812.31,306.2,4.0,16.895564224663552
2022-07-27,LATAM,Electronics,16130.94,1842.5,41.0,11.422148988217673
2024-09-04,EMEA,Home & Garden,4280.81,802.77,39.0,18.75275940768219
2022-03-29,EMEA,Apparel,5524.38,722.75,29.0,13.082916091941538
2022-02-21,EMEA,Home & Garden,11716.12,1439.23,42.0,12.28418623230216
2023-09-08,APAC,Apparel,5434.11,1183.1242375338875,12.0,21.772180495681674
2024-03-03,North America,Sports,7856.12,2350.08,16.0,29.914003350254326
2024-11-17,LATAM,Beauty,3059.57,698.52,9.0,22.830659210281183
2024-09-16,Middle East,Food & Beverage,4562.6,429.63,11.0,9.416341559637049
2023-06-28,APAC,Beauty,7462.35,1617.04,16.0,21.669313286029197
2022-03-17,LATAM,Home & Garden,3455.97,1149.2,13.0,33.25260346588657
2023-06-25,Middle East,Home & Garden,1000.5,58.61,9.0,5.858070964517741
2024-04-09,North America,Beauty,309.13,33.48,2.0,10.830394979458479
2023-02-24,APAC,Home & Garden,718.31,103.69,4.0,14.435271679358493
2024-07-28,LATAM,Sports,21325.27,2279.55,24.0,10.689430895833912
2024-05-20,APAC,Beauty,14429.98,4088.62,34.0,28.334204205411233
2022-05-11,Middle East,Apparel,9042.33,3327.52,22.0,36.79936476549739
2023-04-18,North America,Beauty,5255.46,770.71,12.0,14.664938939693196
2022-12-05,North America,Food & Beverage,3853.29,599.96,12.0,15.570071289729038
2024-11-16,APAC,Electronics,12975.54,3632.55,34.0,27.995366666820804
2022-08-24,Middle East,Sports,13699.57,1705.49,41.0,12.449222858819658
2022-08-19,EMEA,Apparel,8780.95,1036.47,39.0,11.80362033720725
2023-07-26,North America,Sports,5606.84,358.74,32.0,6.398256415378359
2022-08-30,Middle East,Sports,4689.95,611.99,17.0,13.048966406891333
2024-07-13,Middle East,Sports,7047.99,1369.37,29.0,19.42922733999339
2024-08-21,Middle East,Apparel,789.44,273.44,4.0,34.63721118767734
2023-10-09,North America,Electronics,2578.82,640.49,24.0,24.836553152216904
2022-09-24,Middle East,Beauty,1096.87,257.04,5.0,23.43395297528422
2024-09-13,Middle East,Sports,3551.96,1155.2,46.0,32.52288877126995
2022-11-08,North America,Apparel,2451.1,554.73,8.0,22.631879564277266
2023-04-10,North America,Beauty,8188.56,1949.53,46.0,23.80797112068544
2024-04-27,Middle East,Home & Garden,104.29,22.6,2.0,21.670342314699393
2022-08-20,APAC,Apparel,3901.15,546.43,11.0,14.006895402637682
2022-04-22,APAC,Home & Garden,5853.04,570.87,19.0,9.75339310853847
2024-08-14,Middle East,Apparel,5057.14,1283.35,27.0,25.376991738413405
2022-09-15,APAC,Sports,1344.65,354.61,6.0,26.37191834306325
2024-02-20,APAC,Beauty,641.66,160.86,34.0,25.06935136988437
2023-06-19,APAC,Home & Garden,345.55,47.22,2.0,13.665171465779192
2022-01-15,APAC,Beauty,2496.01,499.25,29.0,20.00192306921847
2023-04-15,APAC,Electronics,6633.84,910.86,18.0,13.730509026446223
2023-08-07,APAC,Beauty,1662.78,537.79,9.0,32.34282346431879
2023-02-16,North America,Home & Garden,5169.68,1831.91,29.0,35.43565559183547
2024-05-26,North America,Beauty,16730.15,2364.84,43.0,14.13519902690651
2024-07-09,EMEA,Home & Garden,5231.36,712.37,11.0,13.617300281379988
2023-07-24,Middle East,Apparel,7294.19,1198.31,29.0,16.428280590442533
2023-09-13,LATAM,Beauty,73.1,23.07,1.0,31.55950752393981
2024-02-25,North America,Electronics,2651.16,951.01,17.0,35.87146758400097
2022-12-07,Middle East,Food & Beverage,2513.5,938.19,25.0,37.32603938730853
2023-01-22,Middle East,Beauty,4212.61,1482.02,17.0,35.18056501788678
2024-01-31,APAC,Home & Garden,354.78,93.86,1.0,26.45583178307684
2024-03-25,EMEA,Apparel,12757.77,2553.29,41.0,20.01360739376866
2024-01-16,North America,Apparel,6986.33,1490.63,43.0,21.336381190124143
2023-12-24,North America,Electronics,7142.04,2027.82,20.0,28.392728128097854
2022-11-03,EMEA,Home & Garden,186.47,64.43,1.0,34.552474928943
2023-01-27,Middle East,Beauty,276.34,75.24,9.0,27.22732865310849
2023-05-03,North America,Electronics,5959.24,1588.73,42.0,26.65994321423537
2024-07-07,APAC,Beauty,1884.41,603.04,6.0,32.001528329822065
2024-09-08,North America,Sports,15381.96,5485.17,49.0,35.659759874554354
2024-01-15,Middle East,Beauty,12053.29,1467.37,27.0,12.174020537131353
2022-09-17,EMEA,Home & Garden,4145.76,1306.67,26.0,31.518225850025082
2024-09-25,APAC,Home & Garden,5985.13,1647.25,15.0,27.522376289236828
2024-11-09,EMEA,Home & Garden,4022.16,510.42,18.0,12.690196312429144
2023-01-03,North America,Sports,990.77,142.78,4.0,14.411013656045299
2024-03-29,LATAM,Food & Beverage,10660.22,727.98,46.0,6.828939740455639
2023-03-11,APAC,Food & Beverage,6355.86,1449.83,16.0,22.81091779869286
2023-07-13,LATAM,Apparel,1108.79,247.28,4.0,22.301788436042894
2024-05-25,EMEA,Apparel,841.77,256.04,26.0,30.416859712272952
2022-04-25,APAC,Home & Garden,4118.52,323.61,29.0,7.857434223944523
2022-01-26,Middle East,Beauty,14709.05,2852.68,34.0,19.394046522379078
2024-01-10,LATAM,Food & Beverage,1233.81,406.7,46.0,32.96293594637748
2023-04-03,APAC,Beauty,6634.03,1378.86,18.0,20.784651260244527
2023-07-06,LATAM,Food & Beverage,4826.75,947.48,47.0,19.629771585435336
2022-04-06,North America,Beauty,6309.35,1288.01,19.0,20.41430575257356
2024-01-11,LATAM,Electronics,7270.22,1548.5,16.0,21.299217905372878
2022-07-14,North America,Sports,19346.69,6441.69,49.0,33.296083205964436
2022-09-02,EMEA,Food & Beverage,9972.69,3412.21,31.0,34.21554264696887
2023-12-10,North America,Apparel,1858.0,224.46,21.0,12.080731969860064
2023-04-19,LATAM,Food & Beverage,752.7,202.93,12.0,26.960276338514678
2022-09-01,Middle East,Beauty,5015.65,1674.82,43.0,33.39188340494253
2022-12-18,APAC,Electronics,7853.6,1058.07,44.0,13.472420291331364
2022-12-28,EMEA,Apparel,949.66,183.09,3.0,19.279531621843606
2022-01-27,North America,Beauty,13046.71,4720.12,35.0,36.17862280988847
2024-08-02,EMEA,Beauty,1900.92,412.37,5.0,21.693180144351157
2023-03-16,Middle East,Food & Beverage,2097.11,747.05,39.0,35.62283332777012
2023-08-25,APAC,Home & Garden,417.96,128.08,17.0,30.644080773279743
2023-10-13,EMEA,Home & Garden,6577.53,1306.78,49.0,19.867336218915003
2022-06-18,North America,Beauty,2432.63,644.4,27.0,26.489848435643726
2023-09-05,Middle East,Electronics,2355.46,543.61,48.0,23.078719231063147
2024-09-24,APAC,Food & Beverage,14670.84,2186.29,33.0,14.90228235056752
2023-05-01,Middle East,Apparel,4880.13,633.59,25.0,12.983055779251782
2024-02-14,LATAM,Beauty,2961.37,1112.05,16.0,37.551876327510584
2023-03-04,Middle East,Apparel,21981.02,4189.67,43.0,19.060398471044564
2024-06-19,APAC,Apparel,3087.19,535.19,35.0,17.33582967034747
2023-01-07,North America,Electronics,1956.02,460.85,31.0,23.560597539902457
2023-03-19,North America,Apparel,1432.27,313.81,16.0,21.90997507453204
2022-06-15,EMEA,Electronics,2513.09,917.83,11.0,36.52197096005316
2023-01-03,LATAM,Apparel,8180.24,2917.79,18.0,35.66875788485424
2022-08-02,Middle East,Electronics,2740.12,634.4,31.0,23.15227070347284
2024-01-09,EMEA,Sports,10494.35,1738.35,25.0,16.564627632964406
2024-08-04,LATAM,Home & Garden,4756.84,994.97,11.0,20.916616913749465
2024-11-04,APAC,Apparel,4823.27,424.04,15.0,8.791545984363305
2024-12-01,EMEA,Food & Beverage,6863.79,1183.25,46.0,17.239018093502278
2022-12-31,APAC,Food & Beverage,14725.15,1552.24,31.0,10.541420630689672
2024-01-30,LATAM,Electronics,4429.58,708.9,16.0,16.00377462423074
2022-01-09,EMEA,Apparel,9861.0,2413.69,25.0,24.477132136700135
2022-10-13,LATAM,Home & Garden,1490.38,238.07,48.0,15.973778499443094
2023-10-21,Middle East,Apparel,2427.03,779.87,38.0,32.13268892432314
2023-01-21,LATAM,Electronics,10171.7,741.83,23.0,7.293077853259533
2022-05-30,APAC,Food & Beverage,8730.55,2813.65,48.0,32.22763743406773
2023-02-04,LATAM,Beauty,3352.77,781.6782283469382,8.0,23.31440058062254
2024-02-02,EMEA,Apparel,13412.6,832.79,37.0,6.209012421156226
2024-02-12,North America,Apparel,21239.56,4845.73,47.0,22.81464399450836
2022-01-24,EMEA,Home & Garden,4387.77,1563.18,40.0,35.62584182853705
2022-04-18,Middle East,Sports,21330.72,1991.53,45.0,9.336440588972149
2024-03-14,LATAM,Home & Garden,765.16,179.44,13.0,23.451304302368133
2024-05-02,APAC,Food & Beverage,2902.91,584.66,35.0,20.14047972551681
2022-04-20,Middle East,Home & Garden,3041.44,501.35,19.0,16.48396812036404
2024-10-10,APAC,Home & Garden,16081.91,1545.42,32.0,9.609679447279582
2022-10-31,Middle East,Electronics,4361.2,1526.49,41.0,35.00160506282675
2023-05-15,LATAM,Electronics,4024.01,1278.59,11.0,31.77402640649501
2022-08-25,Middle East,Electronics,2792.87,375.15,34.0,13.432418981191391
2024-12-08,Middle East,Food & Beverage,17143.15,4201.6,43.0,24.50891463937491
2022-10-10,North America,Apparel,5806.75,1829.76,11.0,31.510914022473845
2022-11-24,LATAM,Home & Garden,1209.66,102.31,3.0,8.457748458244465
2023-06-10,LATAM,Electronics,17985.07,1672.78,49.0,9.300936832606157
2024-09-04,Middle East,Sports,3624.4,397.22,22.0,10.959607107383292
2023-05-25,North America,Electronics,13058.74,1681.94,30.0,12.87980310504689
2024-10-29,EMEA,Home & Garden,2081.92,629.36,9.0,30.22978788810329
2022-05-04,LATAM,Sports,2656.62,457.01,31.0,17.20268611995694
2022-01-15,EMEA,Beauty,3057.93,670.52,8.0,21.927251441334498
2023-01-04,LATAM,Sports,6590.31,2161.17,34.0,32.793146301160334
2023-12-24,EMEA,Food & Beverage,5574.37,650.78,11.0,11.674503127707705
2024-03-06,EMEA,Sports,734.58,199.32,9.0,27.13387241689128
2023-10-10,North America,Beauty,10473.56,573.21,24.0,5.472924201513144
2022-05-25,EMEA,Food & Beverage,7504.83,799.52,24.0,10.653405873284271
2023-03-01,APAC,Sports,11726.51,1551.46,48.0,13.230364362457372
2024-09-01,Middle East,Beauty,71.99,16.99,6.0,23.600500069454093
2023-01-30,Middle East,Electronics,9486.71,3459.72,21.0,36.46912364771349
2023-06-21,EMEA,Electronics,3341.55,1229.77,24.0,36.80238212805435
2024-07-07,North America,Sports,2409.09,832.74,6.0,34.56657908172795
2024-07-02,APAC,Food & Beverage,12538.22,991.1,34.0,7.9046308008632815
2023-08-11,EMEA,Home & Garden,707.08,59.44,17.0,8.406403801550036
2023-08-07,APAC,Electronics,4735.81,1619.45,12.0,34.195839782423704
2024-03-05,EMEA,Beauty,11149.79,1508.29,43.0,13.52751935238242
2024-08-10,LATAM,Apparel,17966.49,6318.71,41.0,35.169418177952394
2022-10-22,EMEA,Apparel,5119.98,1537.57,10.0,30.03078137023973
2022-10-05,Middle East,Electronics,13501.74,3471.97,39.0,25.714981920848718
2022-01-26,APAC,Sports,285.63,43.08,4.0,15.08244932255015
2023-08-06,LATAM,Food & Beverage,2953.93,873.83,32.0,29.581946762448673
2023-08-16,LATAM,Food & Beverage,1590.43,552.36,29.0,34.73023018931987
2022-04-29,LATAM,Home & Garden,5063.76,872.94,26.0,17.23896867150102
2024-11-21,APAC,Electronics,1663.79,210.67,24.0,12.662054706423287
2024-06-17,APAC,Home & Garden,18279.94,4697.04,48.0,25.695051515486377
2024-05-19,EMEA,Apparel,4322.3,1132.38,29.0,26.198551697013166
2024-08-24,Middle East,Home & Garden,2614.91,259.85,17.0,9.937244494074367
2024-05-21,APAC,Electronics,7180.04,1387.31,37.0,19.321758653155136
2023-05-03,LATAM,Food & Beverage,6087.17,1671.52,38.0,27.459722662583765
2022-09-08,Middle East,Electronics,12386.43,2312.97,44.0,18.673419217643822
2022-10-20,Middle East,Food & Beverage,1409.67,187.07,22.0,13.270481743954257
2024-08-18,APAC,Apparel,3099.87,820.23,16.0,26.46014187691742
2022-05-12,North America,Apparel,10132.88,3761.36,25.0,37.120344857533105
2022-03-12,EMEA,Apparel,9496.48,559.15,44.0,5.8879711219314945
2022-01-05,North America,Food & Beverage,320.32,30.19,17.0,9.42495004995005
2024-02-11,EMEA,Apparel,11964.07,3125.86,26.0,26.12706211180644
2023-01-25,Middle East,Beauty,4617.05,930.38,35.0,20.150962194474825
2022-08-15,EMEA,Beauty,10659.84,1688.57,36.0,15.840481658261286
2022-05-10,North America,Electronics,1026.68,168.45,41.0,16.40725445124089
2023-01-07,North America,Sports,12075.22,2799.06,26.0,23.180198787268473
2022-09-13,North America,Electronics,16458.69,3289.02,41.0,19.983485927494836
2023-09-15,EMEA,Home & Garden,619.95,216.67,12.0,34.94959270908944
2023-04-18,APAC,Electronics,8890.41,2727.56,48.0,30.67979991923882
2022-11-22,EMEA,Home & Garden,10487.45,3606.47,35.0,34.38843570171967
2024-05-12,Middle East,Apparel,3674.43,776.3,9.0,21.127086378023257
2023-02-11,EMEA,Sports,11383.61,1783.01,29.0,15.66295753280374
2024-12-29,North America,Beauty,2415.34,237.22,37.0,9.821391605322646
2023-11-27,APAC,Food & Beverage,695.28,199.17,18.0,28.646013117017606
2024-03-02,North America,Sports,8070.81,554.03,21.0,6.86461458019703
2022-08-02,EMEA,Electronics,1282.49,155.71,21.0,12.141225272711678
2023-04-12,APAC,Home & Garden,17391.41,2642.91,47.0,15.196640180410903
2023-04-01,North America,Electronics,15693.35,4019.98,49.0,25.61581816501894
2023-01-13,EMEA,Sports,157.12,22.74,9.0,14.473014256619143
2024-03-02,APAC,Food & Beverage,6786.42,953.15,17.0,14.044960376752396
2022-03-02,EMEA,Beauty,525.7,34.17,19.0,6.499904888719802
2024-02-26,LATAM,Sports,19619.38,1784.79,46.0,9.097076462151199
2022-07-09,LATAM,Electronics,497.61,50.97,2.0,10.24296135527823
2023-06-13,North America,Food & Beverage,15785.34,966.53,47.0,6.122959657505001
2022-03-05,APAC,Beauty,9407.25,571.49,47.0,6.074995349331632
2024-01-09,EMEA,Apparel,12525.12,1515.15,42.0,12.096890089675789
2024-05-22,LATAM,Sports,4039.99,520.87,20.0,12.892853695182415
2024-02-01,North America,Apparel,2372.75,549.97,5.0,23.178590243388474
2022-10-12,Middle East,Food & Beverage,356.83,25.87,26.0,7.249950957038366
2023-02-12,EMEA,Sports,11151.72,3946.4,41.0,35.38826297647359
2024-12-31,Middle East,Home & Garden,3864.21,865.67,16.0,22.402250395294253
2024-04-05,North America,Beauty,6046.29,469.21,38.0,7.760295983156613
2022-09-26,LATAM,Food & Beverage,798.13,74.54,5.0,9.339330685477304
2023-11-28,LATAM,Sports,1259.73,219.63,3.0,17.43468838560644
2023-03-08,APAC,Apparel,7242.69,2146.45,23.0,29.636088248979313
2024-01-07,LATAM,Beauty,13842.62,3991.58,35.0,28.83543722214436
2024-12-25,North America,Food & Beverage,3282.37,712.5614364366277,6.0,21.708748143464256
2023-11-24,EMEA,Food & Beverage,9746.23,1937.68,43.0,19.881328472650452
2022-05-10,Middle East,Electronics,9569.05,2649.31,26.0,27.68623844582273
2023-09-16,LATAM,Apparel,18630.58,1265.52,49.0,6.7927031793964545
2024-03-06,EMEA,Apparel,563.65,36.72,40.0,6.514681096425086
2022-01-22,EMEA,Beauty,698.04,148.75,6.0,21.30966706778981
2022-07-03,APAC,Food & Beverage,921.39,185.93,4.0,20.179294327049348
2022-01-24,Middle East,Electronics,15686.67,2604.53,47.0,16.60346013526134
2023-05-12,LATAM,Sports,11608.4,1648.58,34.0,14.201612625340271
2022-07-18,North America,Beauty,11127.3,2415.56,28.0,21.708410845398255
2022-11-19,APAC,Electronics,19380.34,2424.55,39.0,12.510358435404125
2023-01-29,APAC,Apparel,6244.33,525.9,47.0,8.422040475119028
2023-09-02,North America,Home & Garden,4779.21,459.98,25.0,9.624603229404023
2022-06-25,Middle East,Electronics,3224.65,713.22,9.0,22.117749213092893
2022-04-13,APAC,Electronics,2899.01,407.49,13.0,14.056177798627806
2022-02-01,APAC,Sports,8146.25,1258.57,35.0,15.449685438085007
2022-02-13,Middle East,Electronics,8915.75,2754.84,28.0,30.898578358522837
2022-11-14,Middle East,Beauty,1557.5,448.92,46.0,28.823113964686996
2023-04-08,APAC,Beauty,1717.45,235.61,40.0,13.71859442778538
2024-06-26,EMEA,Electronics,2616.72,833.81,6.0,31.86470084686172
2023-05-14,North America,Electronics,1406.4,141.81,7.0,10.083191126279862
2022-04-23,APAC,Electronics,441.44,158.78,5.0,35.96864806089163
2022-02-27,Middle East,Apparel,1180.94,413.55,3.0,35.01871390587159
2023-08-19,LATAM,Apparel,4460.82,1461.71,24.0,32.76774225366637
2022-02-03,APAC,Electronics,13595.94,4688.57,30.0,34.48507422068647
2023-11-12,EMEA,Food & Beverage,2059.32,716.73,30.0,34.80420721403181
2022-03-26,North America,Beauty,11123.95,684.88,37.0,6.156805810885521
2024-07-17,APAC,Beauty,11587.52,1466.61,27.0,12.656806633343457
2022-12-13,North America,Electronics,650.82,83.2,43.0,12.783872652960879
2022-06-01,Middle East,Food & Beverage,19565.45,6698.67,45.0,34.237239623928915
2024-10-06,APAC,Beauty,2189.12,159.02,45.0,7.264106124835551
2024-10-17,North America,Food & Beverage,6037.95,1137.82,18.0,18.844475360014574
2024-10-16,North America,Sports,15604.9,3652.47,48.0,23.405917372107478
2022-08-06,APAC,Food & Beverage,2259.45,121.27,8.0,5.367235389143376
2023-09-03,APAC,Sports,5602.48,1974.73,22.0,35.24742613985236
2023-12-30,EMEA,Electronics,10310.83,877.38,33.0,8.509305264464645
2024-11-28,LATAM,Food & Beverage,6095.71,466.59,34.0,7.654399569533327
2022-04-16,LATAM,Food & Beverage,7695.47,748.01,33.0,9.720134052890856
2022-09-15,APAC,Sports,1109.8,398.3,40.0,35.88934943233015
2024-08-08,North America,Beauty,13834.84,2537.8,37.0,18.343544269395238
2023-08-24,North America,Home & Garden,5147.49,1073.050000652729,17.0,20.84608227801762
2024-06-17,EMEA,Electronics,2693.42,575.9908953630434,12.0,21.38511243560393
2024-04-26,APAC,Sports,595.22,115.38,25.0,19.384429286650313
2022-06-17,Middle East,Food & Beverage,10471.47,986.69,42.0,9.422650306021984
2024-02-26,EMEA,Electronics,824.84,49.84,18.0,6.042383977498666
2024-03-12,APAC,Home & Garden,4717.99,1011.79,28.0,21.4453612661324
2023-05-21,Middle East,Beauty,3786.89,388.23,11.0,10.25194816854992
2023-03-25,North America,Food & Beverage,13697.82,3697.32,41.0,26.99203230879074
2022-01-05,Middle East,Apparel,2449.43,404.0,17.0,16.493633212624978
2023-10-04,Middle East,Sports,19391.57,3498.83,46.0,18.043046540326543
2023-06-28,North America,Electronics,10167.91,1617.97,37.0,15.9125129943125
2022-05-04,LATAM,Food & Beverage,2750.27,460.35,16.0,16.73835659771586
2023-02-19,APAC,Beauty,7105.63,2150.14,27.0,30.25966733421245
2024-04-07,Middle East,Home & Garden,769.06,168.77,38.0,21.94497178373599
2024-12-21,LATAM,Sports,9041.94,719.34,39.0,7.955593600488391
2022-03-01,APAC,Sports,2577.69,821.42,19.0,31.866516144299737
2024-12-04,LATAM,Home & Garden,478.93,102.38,42.0,21.376819159376108
2023-04-12,APAC,Home & Garden,5392.26,1607.09,19.0,29.80364448301825
2022-06-19,LATAM,Food & Beverage,2792.03,961.35,21.0,34.43193661959219
2023-10-05,North America,Apparel,5723.09,1910.43,25.0,33.381093080835704
2022-07-08,LATAM,Beauty,12416.84,4089.57,44.0,32.93567445501432
2022-09-20,Middle East,Beauty,2292.92,694.83,7.0,30.303281405369574
2022-12-07,APAC,Apparel,10604.24,906.52,36.0,8.548656009294396
2024-06-02,LATAM,Sports,3572.68,197.85,22.0,5.53785953401928
2022-10-07,North America,Electronics,7050.99,1462.47,20.0,20.74134270506695
2022-10-13,Middle East,Food & Beverage,1750.49,324.8,4.0,18.554804654696685
2023-10-21,LATAM,Beauty,2849.94,1002.37,12.0,35.17161764809084
2022-02-20,Middle East,Beauty,14660.58,877.07,41.0,5.98250546704155
2023-08-16,Middle East,Electronics,7385.19,543.14,20.0,7.354448565304346
2024-07-26,North America,Beauty,9634.02,1002.69,28.0,10.407804841592606
2024-03-10,APAC,Electronics,8092.91,977.37,42.0,12.076867282596742
2022-06-29,North America,Sports,3875.44,1011.0,26.0,26.087360402947795
2022-02-20,LATAM,Food & Beverage,396.71,75.82,5.0,19.112197827128128
2024-05-22,LATAM,Food & Beverage,3575.34,630.46,11.0,17.63356771663674
2022-12-28,LATAM,Home & Garden,2111.29,581.29,7.0,27.532456460268367
2024-10-07,APAC,Home & Garden,7775.51,1995.75,33.0,25.667126657929835
2022-07-02,EMEA,Sports,7926.43,1842.4482624494951,20.0,23.24436426549525
2024-07-19,LATAM,Home & Garden,3900.33,922.91,17.0,23.662356774939557
2022-06-04,LATAM,Food & Beverage,6367.44,551.02,26.0,8.653713266242006
2023-10-25,LATAM,Sports,4879.85,693.55,24.0,14.212527024396241
2024-08-14,North America,Apparel,816.86,165.8,17.0,20.29723575643317
2022-12-05,LATAM,Food & Beverage,464.44,151.86,6.0,32.697442080785464
2024-06-20,APAC,Sports,12809.2,2055.09,32.0,16.043859101270964
2024-06-22,APAC,Electronics,9001.95,2498.88,20.0,27.75931881425691
2022-11-08,Middle East,Home & Garden,3283.11,355.45,20.0,10.826624755186392
2022-11-04,North America,Electronics,2373.35,522.78,8.0,22.027092506372846
2022-02-22,North America,Home & Garden,5520.59,2005.14,15.0,36.321117851533984
2024-09-10,LATAM,Beauty,2639.26,594.06,47.0,22.508581951001414
2024-11-23,APAC,Food & Beverage,1527.99,531.41,37.0,34.7783689683833
2023-05-26,Middle East,Home & Garden,742.44,190.44,36.0,25.650557620817843
2024-02-05,APAC,Apparel,223.71,49.44,2.0,22.100040230655758
2024-08-21,APAC,Apparel,6311.93,1252.56,39.0,19.844326537208108
2023-03-08,APAC,Sports,13865.13,2872.81,33.0,20.719675906392514
2024-07-10,Middle East,Beauty,1279.75,326.92,14.0,25.545614377808167
2022-08-26,LATAM,Food & Beverage,1289.19,240.81,6.0,18.679170642031043
2024-01-21,EMEA,Home & Garden,7171.85,1529.05,18.0,21.320161464615126
2023-04-04,Middle East,Food & Beverage,3965.38,694.58,16.0,17.516101861612256
2022-01-12,Middle East,Home & Garden,7182.26,1908.43,22.0,26.57144130120603
2022-08-25,North America,Sports,2675.1,137.08,33.0,5.124294418900228
2023-11-08,North America,Home & Garden,1762.32,650.46,22.0,36.90930137545963
2022-09-18,EMEA,Electronics,12325.93,3904.92,25.0,31.680530394055456
2023-03-15,EMEA,Home & Garden,2428.53,219.88,10.0,9.054036804157246
2022-01-31,APAC,Home & Garden,9841.48,1605.53,30.0,16.31390807073733
2023-07-10,LATAM,Electronics,8823.8,1401.16,23.0,15.879326367324737
2022-04-24,EMEA,Apparel,7562.0,1943.91,19.0,25.706294631049985
2024-10-07,LATAM,Food & Beverage,2112.69,450.40752405391,30.0,21.319148765503222
2024-11-24,Middle East,Apparel,7196.01,385.4,25.0,5.355745753549536
2022-11-18,APAC,Electronics,4336.95,688.07,30.0,15.86529704054693
2023-07-18,North America,Apparel,4388.47,1243.07,26.0,28.325817426118892
2023-05-10,APAC,Home & Garden,328.78,34.61,2.0,10.52679603382201
2023-06-12,APAC,Sports,7552.73,1703.22,23.0,22.551051076895376
2023-05-18,APAC,Food & Beverage,596.17,95.67,4.0,16.04743613398863
2024-01-04,Middle East,Food & Beverage,15936.24,4405.57,35.0,27.64497773627907
2024-07-29,LATAM,Apparel,4538.08,1229.33,23.0,27.089209533547226
2022-11-04,Middle East,Beauty,15777.65,3874.14,38.0,24.55460730843947
2024-02-28,LATAM,Sports,2457.07,439.84,25.0,17.900995901622665
2022-03-11,LATAM,Beauty,1614.0,275.26,12.0,17.0545229244114
2022-08-11,EMEA,Food & Beverage,14428.77,3298.72,37.0,22.862101204745795
2024-05-27,Middle East,Sports,12227.03,1527.0,24.0,12.488723753847008
2024-01-29,LATAM,Electronics,25061.86,1669.09,49.0,6.659880790970821
2023-08-25,APAC,Sports,367.01,33.83,16.0,9.217732486853219
2024-06-02,LATAM,Sports,6743.07,766.57,39.0,11.368264010309845
2022-04-03,North America,Electronics,2773.46,1046.04,22.0,37.71606585276153
2023-12-27,EMEA,Home & Garden,4525.9,565.79,39.0,12.501159990278177
2023-05-21,North America,Apparel,6352.93,2361.43,32.0,37.170722800345665
2024-12-10,APAC,Food & Beverage,1443.04,434.79,3.0,30.130141922607827
2024-03-24,Middle East,Home & Garden,4709.215,500.47,6.0,10.627461264775553
2023-05-05,Middle East,Home & Garden,8116.41,2728.94,37.0,33.62250058831429
2023-06-01,LATAM,Food & Beverage,16214.71,4743.42,49.0,29.253807191124604
2024-05-11,Middle East,Apparel,18394.87,1379.16,41.0,7.49752512521154
2022-01-11,APAC,Apparel,15909.14,2557.63,36.0,16.07648182114181
2023-10-15,North America,Sports,4077.39,1525.98,11.0,37.4254118443416
2023-11-21,Middle East,Food & Beverage,2285.49,491.22,5.0,21.49298399905491
2024-10-07,North America,Food & Beverage,9505.27,2913.75,37.0,30.65404770195902
2022-08-02,Middle East,Electronics,1365.96,351.63,10.0,25.74233506105596
2023-03-15,LATAM,Home & Garden,8539.26,2183.59,19.0,25.571185325192115
2024-10-11,LATAM,Beauty,5627.59,928.06,27.0,16.49125113947533
2022-04-28,North America,Food & Beverage,4003.55,292.76,30.0,7.31251014724432
2024-03-12,APAC,Food & Beverage,11345.59,2621.4674666443448,24.0,23.105607259246497
2024-10-10,North America,Home & Garden,3957.7,324.85,39.0,8.208050130126084
2023-07-19,EMEA,Beauty,3442.25,755.75,28.0,21.955116566199433
2024-10-07,LATAM,Food & Beverage,6467.83,381.65,46.0,5.9007425983676125
2024-10-20,North America,Beauty,13683.71,1339.04,42.0,9.785650236668273
2022-06-06,LATAM,Apparel,21445.9,5867.24,49.0,27.358329564159114
2024-04-25,LATAM,Beauty,7367.8,2032.51,45.0,27.586389424251472
2022-05-16,LATAM,Sports,4450.44,819.41,16.0,18.41188736394604
2024-10-08,LATAM,Electronics,10048.2,1059.54,32.0,10.544575147787661
2022-12-28,North America,Apparel,3139.67,1191.6,7.0,37.9530332805677
